movie_id,title,genres,overview,release_date,popularity,vote_average,genres_list,,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,predicted_score
1051486,Stockholm Bloodbath,"Action,History,Drama,Adventure,War","In 1520, the notorious and power-hungry Danish King Christian II is determined to seize the Swedish crown from Sten Sture, no matter what it takes. Meanwhile, sisters Freja and Anne make a solemn promise to seek revenge on the men who brutally murdered their family. Everything comes to a head in the heart of Stockholm, where the sisters are drawn into a ruthless political struggle between Sweden and Denmark that culminates in a mass execution, presided over by the mad King ""Christian the Tyrant,"" known as the Stockholm Bloodbath.",2024-01-19,80.9082,6.314,"['Action', 'History', 'Drama', 'Adventure', 'War']",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.348071
552524,Lilo & Stitch,"Family,Science Fiction,Comedy,Adventure",The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,2025-05-17,80.9025,7.274,"['Family', 'Science Fiction', 'Comedy', 'Adventure']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.9748797
1369679,Get Fast,"Action,Crime,Thriller","When The Thief’s partner is kidnapped after stealing millions in cash from a merciless drug lord named Nushi, he reluctantly teams up with an angst-ridden orphan to rescue him. Nushi enlists her most trusted hitman, The Cowboy, a lovable charmer who’s quick with his guns, to track down the Thief. Guns, cars, and explosions will give the newfound partners a head start, but how long will they be able to keep it up?",2024-12-12,80.5366,5.852,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.8100996
155,The Dark Knight,"Drama,Action,Crime,Thriller","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008-07-16,77.7775,8.523,"['Drama', 'Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.335301
993234,Borders of Love,"Drama,Romance","After years together, Petr and Hana, partners in work and in life, share their unspoken erotic fantasies. What begins as an innocent conversation gradually turns into curious experimentation with a non-monogamous approach to their relationship. But sexual freedom tastes differently for each of them.",2022-11-03,75.9616,6.0,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.3901415
604079,The Long Walk,"Horror,Thriller","In a dystopian, alternate-America ruled by a totalitarian regime, 50 teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains.",2025-09-10,71.8928,7.198,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.4278827
157336,Interstellar,"Adventure,Drama,Science Fiction",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,71.1023,8.461,"['Adventure', 'Drama', 'Science Fiction']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.740859
541671,Ballerina,"Action,Thriller,Crime","Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.",2025-06-04,70.524,7.353,"['Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.061072
506763,Detective Dee: The Four Heavenly Kings,"Action,Fantasy,Adventure,Mystery","Dee, the detective serving Chinese empress Wu Zetian, is called upon to investigate a series of strange events in Loyang, including the appearance of mysterious warriors wearing Chiyou ghost masks, foxes that speak human language and the pillar sculptures in the palace coming alive.",2018-07-27,70.3934,6.235,"['Action', 'Fantasy', 'Adventure', 'Mystery']",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.4662857
1382406,Striking Rescue,"Action,Crime,Thriller",A veteran Muay Thai expert goes on a take-no-prisoners mission of revenge after his wife and daughter are brutally murdered by mysterious forces.,2024-12-05,66.1244,7.579,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.368603
1151334,Eenie Meanie,"Thriller,Action,Comedy",A former teenage getaway driver gets dragged back into her unsavory past when a former employer offers her a chance to save the life of her chronically unreliable ex-boyfriend.,2025-08-21,65.8516,6.424,"['Thriller', 'Action', 'Comedy']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2840576
715287,Stepmom's Desire,"Drama,Romance","Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.",2020-05-29,65.0572,7.2,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.183886
1022787,Elio,"Family,Comedy,Adventure,Animation,Science Fiction","Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.",2025-06-18,64.6966,6.928,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.995114
1284120,The Ugly Stepsister,"Horror,Comedy,Fantasy,Drama","In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, and she will go to any length to catch the prince’s eye.",2025-03-07,63.6492,7.243,"['Horror', 'Comedy', 'Fantasy', 'Drama']",0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,7.4007
994682,Sexy Oral: Uwakina Kuchibiru,Drama,A woman rejects her clingy female lover and pursues a female co-worker. The spurned lover plots revenge and the co-worker has a kinky secret.,1984-02-17,60.11,6.0,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.741619
1337395,Kiskisan,Drama,"A steamy tale of love, lust, and betrayal. When Adele's sister Bea returns with her girlfriend Cheska, a secret affair begins between Cheska and Adele's boyfriend, Rener, leading to a climactic ending when they're caught.",2024-09-27,60.0312,6.8,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.343921
574475,Final Destination Bloodlines,"Horror,Mystery","Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",2025-05-14,57.9698,7.118,"['Horror', 'Mystery']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.9656963
1506456,Maalikaya,"Drama,Romance","Kara, a young inmate who unleashes her hidden sexual fantasies while serving time. After meeting Lila, a seductive inmate played by Jenn Rosa, Kara finds a new purpose in life. But her dark past still haunts her even behind bars.",2025-07-25,56.361,7.8,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.841171
1403735,Laila,"Comedy,Romance","Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",2025-02-14,56.1936,5.8,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.537507
828769,Undryable Younger Cousin,Drama,"So-jeong, who lives with her older brothers, is living as a sex partner with her younger brother, Sang-woo, without her eldest brother Min-woo.  However, I'm worried that Sang-woo's reaction isn't cool these days. Sang-woo started seeing his ex-girlfriend again.  Meanwhile, Min-woo witnesses So-jeong and Sang-woo having sex one day...",2021-02-01,53.9131,2.0,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1241536
1252428,Anaconda,"Adventure,Horror,Thriller","A struggling circus crew gets deceived by its former partner, as it embarks on a tour in Thailand. During the journey through a Southeast Asian rainforest, they encounter attacks by a giant python. They meet a mysterious man named Jeff who offers to help, but they soon realize he's a poacher. As they search for Jeff's boat, they face life-and-death struggles with the python and Jeff himself.",2024-03-01,52.1951,7.2,"['Adventure', 'Horror', 'Thriller']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.3267517
138843,The Conjuring,"Horror,Thriller","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",2013-07-18,50.7761,7.54,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.460389
1083433,I Know What You Did Last Summer,"Horror,Mystery,Thriller","When five friends inadvertently cause a deadly car accident, they cover up their involvement and make a pact to keep it a secret rather than face the consequences. A year later, their past comes back to haunt them and they're forced to confront a horrifying truth: someone knows what they did last summer…and is hell-bent on revenge.",2025-07-16,50.4548,5.95,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.184534
1339658,"Oh, Hi!","Romance,Comedy","Iris and Isaac's first romantic weekend getaway as a couple goes awry. Convinced she's met her perfect guy and that he's just confused, Iris goes to increasingly ridiculous and irrational lengths to prove to Isaac that they are meant to be together.",2025-07-25,50.2982,6.337,"['Romance', 'Comedy']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.952856
1071585,M3GAN 2.0,"Action,Science Fiction,Thriller","After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",2025-06-25,49.5828,7.5,"['Action', 'Science Fiction', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0122066
615453,Ne Zha,"Animation,Fantasy,Adventure","A young boy is born as the reincarnation of a demonic power, into a society that hates and fears him. Destined by prophecy to bring destruction to the world, Nezha must choose between good and evil to see if he can change his fate.",2019-07-26,49.2053,7.894,"['Animation', 'Fantasy', 'Adventure']",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8009267
1233413,Sinners,"Horror,Action,Thriller","Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",2025-04-16,46.7198,7.545,"['Horror', 'Action', 'Thriller']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.381775
1100988,28 Years Later,"Horror,Thriller,Science Fiction","Twenty-eight years since the rage virus escaped a biological weapons laboratory, now, still in a ruthlessly enforced quarantine, some have found ways to exist amidst the infected. One such group lives on a small island connected to the mainland by a single, heavily-defended causeway. When one member departs on a mission into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",2025-06-18,48.4791,6.738,"['Horror', 'Thriller', 'Science Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7.0488687
660033,How I Became a Gangster,"Crime,Action","The action of the film begins in the 1970s – even then, the young protagonist knows that adrenaline tastes better than powdered milk. Over time, he also discovers a desire for money, power, and being above the law. A transformation begins, and his gangster talent blossoms. Together with a friend, they build their own army.",2019-12-25,44.502,7.0,"['Crime', 'Action']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2959385
1125257,Freakier Friday,"Comedy,Fantasy,Family","Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice.",2025-08-06,47.6085,6.88,"['Comedy', 'Fantasy', 'Family']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.9581304
1371189,Ruth & Boaz,"Romance,Drama,Music","A talented singer leaves the Atlanta music scene and starts over in small-town Tennessee, where she finds love and new purpose but can't escape the past.",2025-09-25,47.2898,6.111,"['Romance', 'Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5.9308887
259872,Skin. Like. Sun.,Romance,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",2009-10-10,47.1971,6.1,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.9190264
974397,My Freaky Family,"Animation,Family,Fantasy","On the cusp of her 13th birthday, Betty Flood – budding musician and magical being – just wants to be like the rest of her fabulous, but very different family, so why is her magical Mum so against it? As Betty wrestles with this, she also learns the amazing truth about her family and discovers that the not so normal, the magical and the musical are all a part of her fabulously freaky family. It's very freaky, so be freaked freaky ahh deaky peaky neaky seaky peaky poo.",2024-04-25,46.922,7.0,"['Animation', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.8515506
1337562,Splitsville,Comedy,"After Ashley asks for a divorce, good-natured Carey runs to his friends, Julie and Paul, for support. He’s shocked to discover that the secret to their happiness is an open marriage, that is until Carey crosses the line and throws all of their relationships into chaos.",2025-08-21,46.8363,6.6,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25673
1354441,The Hacienda: Return of the Damned,Horror,A group of friends return to their hometown after many years. The trip is an excuse to reminisce about old times but turns into a nightmare when they unearth their darkest memories.,2025-03-09,46.0927,5.5,['Horror'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.5787377
1011477,Karate Kid: Legends,"Action,Adventure,Drama","After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",2025-05-08,45.9423,7.121,"['Action', 'Adventure', 'Drama']",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.304592
